Entity,Code,Day,total_vaccinations_per_hundred
South America,,2021-01-02,0.01
South America,,2021-01-03,0.01
South America,,2021-01-04,0.01
South America,,2021-01-05,0.01
South America,,2021-01-06,0.01
South America,,2021-01-07,0.01
South America,,2021-01-08,0.03
South America,,2021-01-09,0.03
South America,,2021-01-10,0.03
South America,,2021-01-11,0.03
South America,,2021-01-12,0.03
South America,,2021-01-13,0.04
South America,,2021-01-14,0.04
South America,,2021-01-15,0.05
South America,,2021-01-16,0.05
South America,,2021-01-17,0.05
South America,,2021-01-18,0.05
South America,,2021-01-19,0.06
South America,,2021-01-20,0.08
South America,,2021-01-21,0.11
South America,,2021-01-22,0.14
South America,,2021-01-23,0.21
South America,,2021-01-24,0.22
South America,,2021-01-25,0.25
South America,,2021-01-26,0.28
South America,,2021-01-27,0.35
South America,,2021-01-28,0.43
South America,,2021-01-29,0.48
South America,,2021-01-30,0.57
South America,,2021-01-31,0.58
South America,,2021-02-01,0.6
South America,,2021-02-02,0.64
South America,,2021-02-03,0.74
South America,,2021-02-04,0.92
South America,,2021-02-05,0.96
South America,,2021-02-06,1.05
South America,,2021-02-07,1.09
South America,,2021-02-08,1.16
South America,,2021-02-09,1.27
South America,,2021-02-10,1.41
South America,,2021-02-11,1.56
South America,,2021-02-12,1.69
South America,,2021-02-13,1.81
South America,,2021-02-14,1.83
South America,,2021-02-15,1.91
South America,,2021-02-16,2.04
South America,,2021-02-17,2.15
South America,,2021-02-18,2.27
South America,,2021-02-19,2.39
South America,,2021-02-20,2.48
South America,,2021-02-21,2.52
South America,,2021-02-22,2.57
South America,,2021-02-23,2.67
South America,,2021-02-24,2.76
South America,,2021-02-25,2.86
South America,,2021-02-26,2.97
South America,,2021-02-27,3.05
South America,,2021-02-28,3.09
South America,,2021-03-01,3.15
South America,,2021-03-02,3.31
South America,,2021-03-03,3.51
South America,,2021-03-04,3.73
South America,,2021-03-05,3.94
South America,,2021-03-06,3.98
South America,,2021-03-07,4.03
South America,,2021-03-08,4.13
South America,,2021-03-09,4.28
South America,,2021-03-10,4.47
South America,,2021-03-11,4.73
South America,,2021-03-12,5
South America,,2021-03-13,5.14
South America,,2021-03-14,5.19
South America,,2021-03-15,5.44
South America,,2021-03-16,5.59
South America,,2021-03-17,5.92
South America,,2021-03-18,6.13
South America,,2021-03-19,6.34
South America,,2021-03-20,6.44
South America,,2021-03-21,6.49
South America,,2021-03-22,6.7
South America,,2021-03-23,7.07
South America,,2021-03-24,7.35
South America,,2021-03-25,7.59
South America,,2021-03-26,7.84
South America,,2021-03-27,8.02
South America,,2021-03-28,8.1
South America,,2021-03-29,8.31
South America,,2021-03-30,8.49
South America,,2021-03-31,8.85
South America,,2021-04-01,8.99
South America,,2021-04-02,9.4
South America,,2021-04-03,9.51
South America,,2021-04-04,9.56
South America,,2021-04-05,9.88
South America,,2021-04-06,10.2
South America,,2021-04-07,10.68
South America,,2021-04-08,11.02
South America,,2021-04-09,11.34
South America,,2021-04-10,11.62
South America,,2021-04-11,11.7
South America,,2021-04-12,12.02
South America,,2021-04-13,12.97
South America,,2021-04-14,13.35
South America,,2021-04-15,13.47
South America,,2021-04-16,13.62
South America,,2021-04-17,13.71
South America,,2021-04-18,14.04
South America,,2021-04-19,14.32
South America,,2021-04-20,14.45
South America,,2021-04-21,14.64
South America,,2021-04-22,14.99
South America,,2021-04-23,15.61
South America,,2021-04-24,15.85
South America,,2021-04-25,15.96
South America,,2021-04-26,16.28
South America,,2021-04-27,16.71
South America,,2021-04-28,17.05
South America,,2021-04-29,17.41
South America,,2021-04-30,17.72
South America,,2021-05-01,17.9
South America,,2021-05-02,17.98
South America,,2021-05-03,18.23
South America,,2021-05-04,18.65
South America,,2021-05-05,18.98
South America,,2021-05-06,19.18
South America,,2021-05-07,19.58
South America,,2021-05-08,19.64
South America,,2021-05-09,19.68
South America,,2021-05-10,19.95
South America,,2021-05-11,20.18
South Korea,KOR,2021-02-25,0
South Korea,KOR,2021-02-26,0.04
South Korea,KOR,2021-02-27,0.04
South Korea,KOR,2021-02-28,0.04
South Korea,KOR,2021-03-02,0.17
South Korea,KOR,2021-03-03,0.3
South Korea,KOR,2021-03-04,0.44
South Korea,KOR,2021-03-05,0.58
South Korea,KOR,2021-03-06,0.61
South Korea,KOR,2021-03-07,0.62
South Korea,KOR,2021-03-08,0.75
South Korea,KOR,2021-03-09,0.87
South Korea,KOR,2021-03-10,0.98
South Korea,KOR,2021-03-11,1.07
South Korea,KOR,2021-03-12,1.14
South Korea,KOR,2021-03-13,1.15
South Korea,KOR,2021-03-14,1.15
South Korea,KOR,2021-03-15,1.17
South Korea,KOR,2021-03-16,1.21
South Korea,KOR,2021-03-17,1.25
South Korea,KOR,2021-03-18,1.29
South Korea,KOR,2021-03-19,1.32
South Korea,KOR,2021-03-20,1.32
South Korea,KOR,2021-03-21,1.32
South Korea,KOR,2021-03-22,1.33
South Korea,KOR,2021-03-23,1.38
South Korea,KOR,2021-03-24,1.44
South Korea,KOR,2021-03-25,1.5
South Korea,KOR,2021-03-26,1.56
South Korea,KOR,2021-03-27,1.56
South Korea,KOR,2021-03-28,1.56
South Korea,KOR,2021-03-29,1.62
South Korea,KOR,2021-03-30,1.68
South Korea,KOR,2021-03-31,1.74
South Korea,KOR,2021-04-01,1.82
South Korea,KOR,2021-04-02,1.91
South Korea,KOR,2021-04-03,1.93
South Korea,KOR,2021-04-04,1.93
South Korea,KOR,2021-04-05,2
South Korea,KOR,2021-04-06,2.09
South Korea,KOR,2021-04-07,2.18
South Korea,KOR,2021-04-08,2.27
South Korea,KOR,2021-04-09,2.36
South Korea,KOR,2021-04-10,2.37
South Korea,KOR,2021-04-11,2.38
South Korea,KOR,2021-04-12,2.45
South Korea,KOR,2021-04-13,2.53
South Korea,KOR,2021-04-14,2.63
South Korea,KOR,2021-04-15,2.81
South Korea,KOR,2021-04-16,3.01
South Korea,KOR,2021-04-17,3.07
South Korea,KOR,2021-04-18,3.08
South Korea,KOR,2021-04-19,3.32
South Korea,KOR,2021-04-20,3.57
South Korea,KOR,2021-04-21,3.83
South Korea,KOR,2021-04-22,4.12
South Korea,KOR,2021-04-23,4.47
South Korea,KOR,2021-04-24,4.61
South Korea,KOR,2021-04-25,4.63
South Korea,KOR,2021-04-26,4.95
South Korea,KOR,2021-04-27,5.33
South Korea,KOR,2021-04-28,5.81
South Korea,KOR,2021-04-29,6.35
South Korea,KOR,2021-04-30,6.93
South Korea,KOR,2021-05-01,7.08
South Korea,KOR,2021-05-02,7.09
South Korea,KOR,2021-05-03,7.28
South Korea,KOR,2021-05-04,7.47
South Korea,KOR,2021-05-05,7.58
South Korea,KOR,2021-05-06,7.81
South Korea,KOR,2021-05-07,8.07
South Korea,KOR,2021-05-08,8.15
South Korea,KOR,2021-05-09,8.16
South Korea,KOR,2021-05-10,8.34
South Korea,KOR,2021-05-11,8.51
South Sudan,SSD,2021-04-05,0
South Sudan,SSD,2021-04-15,0.01
Spain,ESP,2021-01-04,0.18
Spain,ESP,2021-01-05,0.3
Spain,ESP,2021-01-07,0.44
Spain,ESP,2021-01-08,0.59
Spain,ESP,2021-01-11,0.87
Spain,ESP,2021-01-12,1.04
Spain,ESP,2021-01-13,1.24
Spain,ESP,2021-01-14,1.45
Spain,ESP,2021-01-15,1.64
Spain,ESP,2021-01-18,1.92
Spain,ESP,2021-01-19,2.07
Spain,ESP,2021-01-20,2.19
Spain,ESP,2021-01-21,2.36
Spain,ESP,2021-01-22,2.49
Spain,ESP,2021-01-24,2.65
Spain,ESP,2021-01-25,2.76
Spain,ESP,2021-01-26,2.9
Spain,ESP,2021-01-27,2.98
Spain,ESP,2021-01-28,3.15
Spain,ESP,2021-01-31,3.44
Spain,ESP,2021-02-01,3.58
Spain,ESP,2021-02-02,3.77
Spain,ESP,2021-02-03,3.99
Spain,ESP,2021-02-04,4.25
Spain,ESP,2021-02-07,4.5
Spain,ESP,2021-02-08,4.64
Spain,ESP,2021-02-09,4.78
Spain,ESP,2021-02-10,4.96
Spain,ESP,2021-02-11,5.18
Spain,ESP,2021-02-14,5.48
Spain,ESP,2021-02-15,5.61
Spain,ESP,2021-02-16,5.75
Spain,ESP,2021-02-17,5.95
Spain,ESP,2021-02-18,6.28
Spain,ESP,2021-02-21,6.61
Spain,ESP,2021-02-22,6.77
Spain,ESP,2021-02-23,7.03
Spain,ESP,2021-02-24,7.35
Spain,ESP,2021-02-25,7.71
Spain,ESP,2021-02-28,8.19
Spain,ESP,2021-03-01,8.36
Spain,ESP,2021-03-02,8.68
Spain,ESP,2021-03-03,9.05
Spain,ESP,2021-03-04,9.56
Spain,ESP,2021-03-07,10.08
Spain,ESP,2021-03-08,10.37
Spain,ESP,2021-03-09,10.67
Spain,ESP,2021-03-10,11.06
Spain,ESP,2021-03-11,11.45
Spain,ESP,2021-03-15,12.07
Spain,ESP,2021-03-16,12.28
Spain,ESP,2021-03-17,12.53
Spain,ESP,2021-03-18,12.82
Spain,ESP,2021-03-22,13.52
Spain,ESP,2021-03-23,13.71
Spain,ESP,2021-03-24,14.16
Spain,ESP,2021-03-25,14.63
Spain,ESP,2021-03-26,15.12
Spain,ESP,2021-03-29,16.19
Spain,ESP,2021-03-30,16.55
Spain,ESP,2021-03-31,17.19
Spain,ESP,2021-04-01,17.84
Spain,ESP,2021-04-03,18.28
Spain,ESP,2021-04-05,18.7
Spain,ESP,2021-04-06,19.29
Spain,ESP,2021-04-07,20.01
Spain,ESP,2021-04-08,20.99
Spain,ESP,2021-04-09,21.88
Spain,ESP,2021-04-12,23.07
Spain,ESP,2021-04-13,23.68
Spain,ESP,2021-04-14,24.46
Spain,ESP,2021-04-15,25.42
Spain,ESP,2021-04-16,26.37
Spain,ESP,2021-04-19,27.49
Spain,ESP,2021-04-20,27.89
Spain,ESP,2021-04-21,28.87
Spain,ESP,2021-04-22,29.75
Spain,ESP,2021-04-23,30.51
Spain,ESP,2021-04-25,31.47
Spain,ESP,2021-04-26,32.07
Spain,ESP,2021-04-27,32.89
Spain,ESP,2021-04-28,33.92
Spain,ESP,2021-04-29,35
Spain,ESP,2021-05-02,36.74
Spain,ESP,2021-05-03,37.28
Spain,ESP,2021-05-04,38.32
Spain,ESP,2021-05-05,39.55
Spain,ESP,2021-05-06,40.74
Spain,ESP,2021-05-09,42.41
Spain,ESP,2021-05-10,43.12
Sri Lanka,LKA,2021-01-28,0
Sri Lanka,LKA,2021-01-29,0.02
Sri Lanka,LKA,2021-01-30,0.18
Sri Lanka,LKA,2021-01-31,0.28
Sri Lanka,LKA,2021-02-01,0.45
Sri Lanka,LKA,2021-02-02,0.55
Sri Lanka,LKA,2021-02-03,0.65
Sri Lanka,LKA,2021-02-04,0.68
Sri Lanka,LKA,2021-02-05,0.73
Sri Lanka,LKA,2021-02-06,0.75
Sri Lanka,LKA,2021-02-07,0.76
Sri Lanka,LKA,2021-02-08,0.78
Sri Lanka,LKA,2021-02-09,0.81
Sri Lanka,LKA,2021-02-10,0.83
Sri Lanka,LKA,2021-02-11,0.83
Sri Lanka,LKA,2021-02-12,0.84
Sri Lanka,LKA,2021-02-13,0.87
Sri Lanka,LKA,2021-02-14,0.88
Sri Lanka,LKA,2021-02-15,0.9
Sri Lanka,LKA,2021-02-16,0.92
Sri Lanka,LKA,2021-02-17,0.98
Sri Lanka,LKA,2021-02-18,1.09
Sri Lanka,LKA,2021-02-19,1.23
Sri Lanka,LKA,2021-02-20,1.41
Sri Lanka,LKA,2021-02-21,1.58
Sri Lanka,LKA,2021-02-22,1.65
Sri Lanka,LKA,2021-02-23,1.71
Sri Lanka,LKA,2021-02-24,1.84
Sri Lanka,LKA,2021-02-26,1.9
Sri Lanka,LKA,2021-02-27,2.06
Sri Lanka,LKA,2021-02-28,2.18
Sri Lanka,LKA,2021-03-01,2.38
Sri Lanka,LKA,2021-03-02,2.59
Sri Lanka,LKA,2021-03-03,2.8
Sri Lanka,LKA,2021-03-04,3.04
Sri Lanka,LKA,2021-03-05,3.27
Sri Lanka,LKA,2021-03-06,3.38
Sri Lanka,LKA,2021-03-07,3.41
Sri Lanka,LKA,2021-03-08,3.44
Sri Lanka,LKA,2021-03-09,3.47
Sri Lanka,LKA,2021-03-10,3.51
Sri Lanka,LKA,2021-03-11,3.55
Sri Lanka,LKA,2021-03-12,3.55
Sri Lanka,LKA,2021-03-13,3.6
Sri Lanka,LKA,2021-03-14,3.61
Sri Lanka,LKA,2021-03-15,3.66
Sri Lanka,LKA,2021-03-16,3.72
Sri Lanka,LKA,2021-03-17,3.77
Sri Lanka,LKA,2021-03-18,3.81
Sri Lanka,LKA,2021-03-19,3.85
Sri Lanka,LKA,2021-03-20,3.87
Sri Lanka,LKA,2021-03-21,3.88
Sri Lanka,LKA,2021-03-22,3.92
Sri Lanka,LKA,2021-03-27,4.13
Sri Lanka,LKA,2021-03-28,4.18
Sri Lanka,LKA,2021-03-29,4.18
Sri Lanka,LKA,2021-03-30,4.22
Sri Lanka,LKA,2021-03-31,4.26
Sri Lanka,LKA,2021-04-01,4.3
Sri Lanka,LKA,2021-04-02,4.31
Sri Lanka,LKA,2021-04-04,4.32
Sri Lanka,LKA,2021-04-06,4.32
Sri Lanka,LKA,2021-04-07,4.32
Sri Lanka,LKA,2021-04-09,4.32
Sri Lanka,LKA,2021-04-11,4.32
Sri Lanka,LKA,2021-04-29,4.36
Sri Lanka,LKA,2021-04-30,4.45
Sri Lanka,LKA,2021-05-01,4.63
Sri Lanka,LKA,2021-05-02,4.75
Sri Lanka,LKA,2021-05-03,4.79
Sri Lanka,LKA,2021-05-04,4.89
Sri Lanka,LKA,2021-05-05,5
Sri Lanka,LKA,2021-05-06,5.08
Sri Lanka,LKA,2021-05-07,5.16
Sri Lanka,LKA,2021-05-09,5.26
Sri Lanka,LKA,2021-05-10,5.28
Sri Lanka,LKA,2021-05-11,5.43
Sudan,SDN,2021-03-10,0
Sudan,SDN,2021-04-05,0.1
Sudan,SDN,2021-04-06,0.15
Sudan,SDN,2021-04-10,0.23
Sudan,SDN,2021-04-23,0.32
Suriname,SUR,2021-02-22,0
Suriname,SUR,2021-03-19,1.57
Suriname,SUR,2021-03-20,2.02
Suriname,SUR,2021-03-22,2.34
Suriname,SUR,2021-03-23,2.51
Suriname,SUR,2021-03-24,2.73
Suriname,SUR,2021-03-26,3.41
Suriname,SUR,2021-03-27,3.81
Suriname,SUR,2021-03-28,3.97
Suriname,SUR,2021-03-30,4.18
Suriname,SUR,2021-03-31,4.44
Suriname,SUR,2021-04-02,4.73
Suriname,SUR,2021-04-07,5.12
Suriname,SUR,2021-04-09,5.56
Suriname,SUR,2021-04-12,5.63
Suriname,SUR,2021-04-13,5.73
Suriname,SUR,2021-04-16,5.9
Suriname,SUR,2021-04-21,6.04
Suriname,SUR,2021-04-22,6.1
Suriname,SUR,2021-04-24,6.22
Suriname,SUR,2021-04-27,6.33
Suriname,SUR,2021-04-28,6.54
Suriname,SUR,2021-05-01,6.81
Suriname,SUR,2021-05-04,7.04
Suriname,SUR,2021-05-07,7.48
Suriname,SUR,2021-05-08,7.74
Suriname,SUR,2021-05-11,8.21
Sweden,SWE,2020-12-27,0.02
Sweden,SWE,2021-01-03,0.16
Sweden,SWE,2021-01-10,0.5
Sweden,SWE,2021-01-17,1.27
Sweden,SWE,2021-01-24,2.39
Sweden,SWE,2021-01-31,3.27
Sweden,SWE,2021-02-07,4.25
Sweden,SWE,2021-02-14,5.39
Sweden,SWE,2021-02-21,6.87
Sweden,SWE,2021-02-28,8.37
Sweden,SWE,2021-03-07,10.17
Sweden,SWE,2021-03-14,12.31
Sweden,SWE,2021-03-21,14.01
Sweden,SWE,2021-03-28,15.94
Sweden,SWE,2021-04-04,18.51
Sweden,SWE,2021-04-18,26.52
Sweden,SWE,2021-04-25,30.71
Sweden,SWE,2021-05-02,34.38
Sweden,SWE,2021-05-04,34.17
Sweden,SWE,2021-05-05,34.51
Sweden,SWE,2021-05-06,35.29
Sweden,SWE,2021-05-07,36.43
Sweden,SWE,2021-05-11,38.71
Switzerland,CHE,2021-01-24,2.27
Switzerland,CHE,2021-01-25,2.42
Switzerland,CHE,2021-01-26,2.6
Switzerland,CHE,2021-01-27,3
Switzerland,CHE,2021-01-28,3.21
Switzerland,CHE,2021-01-29,3.41
Switzerland,CHE,2021-01-30,3.45
Switzerland,CHE,2021-01-31,3.64
Switzerland,CHE,2021-02-01,3.77
Switzerland,CHE,2021-02-02,3.93
Switzerland,CHE,2021-02-03,4.28
Switzerland,CHE,2021-02-04,4.46
Switzerland,CHE,2021-02-05,4.63
Switzerland,CHE,2021-02-06,4.66
Switzerland,CHE,2021-02-07,4.78
Switzerland,CHE,2021-02-08,4.94
Switzerland,CHE,2021-02-09,5.16
Switzerland,CHE,2021-02-10,5.6
Switzerland,CHE,2021-02-11,5.85
Switzerland,CHE,2021-02-12,6.1
Switzerland,CHE,2021-02-13,6.17
Switzerland,CHE,2021-02-14,6.27
Switzerland,CHE,2021-02-15,6.45
Switzerland,CHE,2021-02-16,6.67
Switzerland,CHE,2021-02-17,7.09
Switzerland,CHE,2021-02-18,7.33
Switzerland,CHE,2021-02-19,7.53
Switzerland,CHE,2021-02-20,7.58
Switzerland,CHE,2021-02-21,7.79
Switzerland,CHE,2021-02-22,7.96
Switzerland,CHE,2021-02-23,8.17
Switzerland,CHE,2021-02-24,8.65
Switzerland,CHE,2021-02-25,8.88
Switzerland,CHE,2021-02-26,9.07
Switzerland,CHE,2021-02-27,9.12
Switzerland,CHE,2021-02-28,9.33
Switzerland,CHE,2021-03-01,9.52
Switzerland,CHE,2021-03-02,9.73
Switzerland,CHE,2021-03-03,10.24
Switzerland,CHE,2021-03-04,10.51
Switzerland,CHE,2021-03-05,10.73
Switzerland,CHE,2021-03-06,10.77
Switzerland,CHE,2021-03-07,11
Switzerland,CHE,2021-03-08,11.2
Switzerland,CHE,2021-03-09,11.42
Switzerland,CHE,2021-03-10,11.96
Switzerland,CHE,2021-03-11,12.21
Switzerland,CHE,2021-03-12,12.42
Switzerland,CHE,2021-03-13,12.46
Switzerland,CHE,2021-03-14,12.68
Switzerland,CHE,2021-03-15,12.87
Switzerland,CHE,2021-03-16,13.11
Switzerland,CHE,2021-03-17,13.59
Switzerland,CHE,2021-03-18,13.88
Switzerland,CHE,2021-03-19,14.12
Switzerland,CHE,2021-03-20,14.16
Switzerland,CHE,2021-03-21,14.39
Switzerland,CHE,2021-03-22,14.6
Switzerland,CHE,2021-03-23,14.87
Switzerland,CHE,2021-03-24,15.46
Switzerland,CHE,2021-03-25,15.76
Switzerland,CHE,2021-03-26,16.04
Switzerland,CHE,2021-03-27,16.1
Switzerland,CHE,2021-03-28,16.45
Switzerland,CHE,2021-03-29,16.74
Switzerland,CHE,2021-03-30,17.06
Switzerland,CHE,2021-03-31,17.71
Switzerland,CHE,2021-04-01,18.05
Switzerland,CHE,2021-04-02,18.13
Switzerland,CHE,2021-04-03,18.16
Switzerland,CHE,2021-04-04,18.42
Switzerland,CHE,2021-04-05,18.46
Switzerland,CHE,2021-04-06,18.77
Switzerland,CHE,2021-04-07,19.42
Switzerland,CHE,2021-04-08,19.82
Switzerland,CHE,2021-04-09,20.19
Switzerland,CHE,2021-04-10,20.29
Switzerland,CHE,2021-04-11,20.74
Switzerland,CHE,2021-04-12,21.14
Switzerland,CHE,2021-04-13,21.59
Switzerland,CHE,2021-04-14,22.47
Switzerland,CHE,2021-04-15,22.95
Switzerland,CHE,2021-04-16,23.4
Switzerland,CHE,2021-04-17,23.54
Switzerland,CHE,2021-04-18,23.99
Switzerland,CHE,2021-04-19,24.45
Switzerland,CHE,2021-04-20,24.99
Switzerland,CHE,2021-04-21,26.09
Switzerland,CHE,2021-04-22,26.7
Switzerland,CHE,2021-04-23,27.26
Switzerland,CHE,2021-04-24,27.48
Switzerland,CHE,2021-04-25,28.08
Switzerland,CHE,2021-04-26,28.58
Switzerland,CHE,2021-04-27,29.21
Switzerland,CHE,2021-04-28,30.4
Switzerland,CHE,2021-04-29,31
Switzerland,CHE,2021-04-30,31.53
Switzerland,CHE,2021-05-01,31.79
Switzerland,CHE,2021-05-02,32.36
Switzerland,CHE,2021-05-03,32.87
Switzerland,CHE,2021-05-04,33.5
Switzerland,CHE,2021-05-05,34.73
Switzerland,CHE,2021-05-06,35.46
Switzerland,CHE,2021-05-07,36.18
Switzerland,CHE,2021-05-08,36.52
Switzerland,CHE,2021-05-09,37.3
Syria,SYR,2021-03-01,0
Syria,SYR,2021-04-08,0.01
Taiwan,TWN,2021-03-21,0
Taiwan,TWN,2021-03-22,0.01
Taiwan,TWN,2021-03-23,0.01
Taiwan,TWN,2021-03-24,0.02
Taiwan,TWN,2021-03-25,0.03
Taiwan,TWN,2021-03-26,0.04
Taiwan,TWN,2021-03-27,0.04
Taiwan,TWN,2021-03-28,0.04
Taiwan,TWN,2021-03-29,0.05
Taiwan,TWN,2021-03-30,0.05
Taiwan,TWN,2021-03-31,0.06
Taiwan,TWN,2021-04-01,0.07
Taiwan,TWN,2021-04-02,0.07
Taiwan,TWN,2021-04-03,0.07
Taiwan,TWN,2021-04-04,0.07
Taiwan,TWN,2021-04-05,0.07
Taiwan,TWN,2021-04-06,0.08
Taiwan,TWN,2021-04-07,0.08
Taiwan,TWN,2021-04-08,0.09
Taiwan,TWN,2021-04-09,0.1
Taiwan,TWN,2021-04-10,0.1
Taiwan,TWN,2021-04-11,0.1
Taiwan,TWN,2021-04-12,0.11
Taiwan,TWN,2021-04-13,0.11
Taiwan,TWN,2021-04-14,0.12
Taiwan,TWN,2021-04-15,0.13
Taiwan,TWN,2021-04-16,0.14
Taiwan,TWN,2021-04-17,0.14
Taiwan,TWN,2021-04-20,0.14
Taiwan,TWN,2021-04-21,0.15
Taiwan,TWN,2021-04-22,0.16
Taiwan,TWN,2021-04-23,0.18
Taiwan,TWN,2021-04-24,0.18
Taiwan,TWN,2021-04-26,0.19
Taiwan,TWN,2021-04-27,0.2
Taiwan,TWN,2021-04-28,0.21
Taiwan,TWN,2021-04-29,0.23
Taiwan,TWN,2021-04-30,0.24
Taiwan,TWN,2021-05-02,0.24
Taiwan,TWN,2021-05-03,0.26
Taiwan,TWN,2021-05-04,0.29
Taiwan,TWN,2021-05-05,0.31
Taiwan,TWN,2021-05-06,0.34
Taiwan,TWN,2021-05-07,0.38
Taiwan,TWN,2021-05-09,0.39
Taiwan,TWN,2021-05-11,0.47
Thailand,THA,2021-02-27,0
Thailand,THA,2021-03-01,0
Thailand,THA,2021-03-02,0.01
Thailand,THA,2021-03-10,0.05
Thailand,THA,2021-03-13,0.08
Thailand,THA,2021-03-24,0.15
Thailand,THA,2021-03-30,0.26
Thailand,THA,2021-04-01,0.29
Thailand,THA,2021-04-02,0.33
Thailand,THA,2021-04-03,0.35
Thailand,THA,2021-04-04,0.37
Thailand,THA,2021-04-05,0.42
Thailand,THA,2021-04-06,0.46
Thailand,THA,2021-04-07,0.56
Thailand,THA,2021-04-08,0.67
Thailand,THA,2021-04-09,0.77
Thailand,THA,2021-04-10,0.8
Thailand,THA,2021-04-11,0.82
Thailand,THA,2021-04-12,0.83
Thailand,THA,2021-04-13,0.83
Thailand,THA,2021-04-15,0.84
Thailand,THA,2021-04-16,0.87
Thailand,THA,2021-04-17,0.87
Thailand,THA,2021-04-18,0.89
Thailand,THA,2021-04-19,0.95
Thailand,THA,2021-04-20,1.02
Thailand,THA,2021-04-21,1.24
Thailand,THA,2021-04-22,1.38
Thailand,THA,2021-04-23,1.57
Thailand,THA,2021-04-24,1.61
Thailand,THA,2021-04-25,1.65
Thailand,THA,2021-04-26,1.76
Thailand,THA,2021-04-27,1.83
Thailand,THA,2021-04-28,1.93
Thailand,THA,2021-04-29,2.02
Thailand,THA,2021-04-30,2.12
Thailand,THA,2021-05-01,2.13
Thailand,THA,2021-05-02,2.13
Thailand,THA,2021-05-03,2.15
Thailand,THA,2021-05-04,2.25
Thailand,THA,2021-05-05,2.29
Thailand,THA,2021-05-06,2.37
Thailand,THA,2021-05-07,2.48
Thailand,THA,2021-05-08,2.5
Thailand,THA,2021-05-09,2.59
Thailand,THA,2021-05-10,2.72
Thailand,THA,2021-05-11,2.77
Timor,TLS,2021-04-14,0.2
Togo,TGO,2021-03-09,0
Togo,TGO,2021-03-24,0.51
Togo,TGO,2021-04-08,1
Togo,TGO,2021-04-13,1.21
Togo,TGO,2021-04-17,1.93
Tonga,TON,2021-04-20,2.16
Tonga,TON,2021-04-27,6.35
Tonga,TON,2021-05-04,11.59
Tonga,TON,2021-05-11,15.78
Trinidad and Tobago,TTO,2021-02-15,0
Trinidad and Tobago,TTO,2021-02-22,0.03
Trinidad and Tobago,TTO,2021-02-27,0.07
Trinidad and Tobago,TTO,2021-04-08,0.34
Trinidad and Tobago,TTO,2021-04-15,0.94
Trinidad and Tobago,TTO,2021-04-16,1.1
Trinidad and Tobago,TTO,2021-04-17,1.17
Trinidad and Tobago,TTO,2021-04-18,1.18
Trinidad and Tobago,TTO,2021-04-19,1.26
Trinidad and Tobago,TTO,2021-04-20,1.39
Trinidad and Tobago,TTO,2021-04-21,1.52
Trinidad and Tobago,TTO,2021-04-22,1.72
Trinidad and Tobago,TTO,2021-04-23,1.98
Trinidad and Tobago,TTO,2021-04-24,2.2
Trinidad and Tobago,TTO,2021-04-25,2.45
Trinidad and Tobago,TTO,2021-04-26,2.97
Trinidad and Tobago,TTO,2021-04-27,2.98
Trinidad and Tobago,TTO,2021-04-28,3.01
Trinidad and Tobago,TTO,2021-04-29,3.01
Trinidad and Tobago,TTO,2021-04-30,3.03
Trinidad and Tobago,TTO,2021-05-01,3.03
Trinidad and Tobago,TTO,2021-05-02,3.03
Trinidad and Tobago,TTO,2021-05-03,3.2
Trinidad and Tobago,TTO,2021-05-04,3.68
Trinidad and Tobago,TTO,2021-05-05,3.97
Trinidad and Tobago,TTO,2021-05-06,4.16
Trinidad and Tobago,TTO,2021-05-07,4.26
Trinidad and Tobago,TTO,2021-05-08,4.34
Trinidad and Tobago,TTO,2021-05-09,4.37
Trinidad and Tobago,TTO,2021-05-10,4.38
Trinidad and Tobago,TTO,2021-05-11,4.41
Tunisia,TUN,2021-03-12,0
Tunisia,TUN,2021-03-13,0.01
Tunisia,TUN,2021-03-14,0.02
Tunisia,TUN,2021-03-15,0.02
Tunisia,TUN,2021-03-19,0.06
Tunisia,TUN,2021-03-21,0.11
Tunisia,TUN,2021-03-22,0.15
Tunisia,TUN,2021-03-23,0.19
Tunisia,TUN,2021-03-25,0.27
Tunisia,TUN,2021-03-26,0.33
Tunisia,TUN,2021-03-27,0.37
Tunisia,TUN,2021-03-29,0.45
Tunisia,TUN,2021-04-02,0.6
Tunisia,TUN,2021-04-03,0.68
Tunisia,TUN,2021-04-04,0.75
Tunisia,TUN,2021-04-05,0.83
Tunisia,TUN,2021-04-06,0.89
Tunisia,TUN,2021-04-07,0.98
Tunisia,TUN,2021-04-08,1.06
Tunisia,TUN,2021-04-09,1.1
Tunisia,TUN,2021-04-10,1.21
Tunisia,TUN,2021-04-11,1.31
Tunisia,TUN,2021-04-12,1.41
Tunisia,TUN,2021-04-13,1.48
Tunisia,TUN,2021-04-14,1.55
Tunisia,TUN,2021-04-15,1.62
Tunisia,TUN,2021-04-18,1.91
Tunisia,TUN,2021-04-19,2.03
Tunisia,TUN,2021-04-20,2.14
Tunisia,TUN,2021-04-21,2.25
Tunisia,TUN,2021-04-22,2.37
Tunisia,TUN,2021-04-23,2.48
Tunisia,TUN,2021-04-24,2.59
Tunisia,TUN,2021-04-25,2.71
Tunisia,TUN,2021-04-26,2.82
Tunisia,TUN,2021-04-27,2.93
Tunisia,TUN,2021-04-28,3.04
Tunisia,TUN,2021-04-29,3.15
Tunisia,TUN,2021-04-30,3.15
