Entity,Code,Day,people_vaccinated
Luxembourg,LUX,30-03-2021,70911
Luxembourg,LUX,31-03-2021,73152
Luxembourg,LUX,01-04-2021,75862
Luxembourg,LUX,05-04-2021,83652
Luxembourg,LUX,06-04-2021,86356
Luxembourg,LUX,07-04-2021,88717
Luxembourg,LUX,08-04-2021,91074
Luxembourg,LUX,11-04-2021,96054
Luxembourg,LUX,12-04-2021,99988
Luxembourg,LUX,13-04-2021,103565
Luxembourg,LUX,14-04-2021,107163
Luxembourg,LUX,15-04-2021,110434
Luxembourg,LUX,18-04-2021,118118
Luxembourg,LUX,19-04-2021,119259
Luxembourg,LUX,20-04-2021,120308
Luxembourg,LUX,21-04-2021,123137
Luxembourg,LUX,22-04-2021,125739
Luxembourg,LUX,25-04-2021,130591
Luxembourg,LUX,26-04-2021,131867
Luxembourg,LUX,27-04-2021,132681
Luxembourg,LUX,28-04-2021,136453
Luxembourg,LUX,29-04-2021,140495
Luxembourg,LUX,02-05-2021,148450
Luxembourg,LUX,03-05-2021,152149
Luxembourg,LUX,04-05-2021,155897
Luxembourg,LUX,05-05-2021,160427
Luxembourg,LUX,06-05-2021,165376
Luxembourg,LUX,09-05-2021,175126
Luxembourg,LUX,10-05-2021,179434
Macao,MAC,07-04-2021,41117
Macao,MAC,08-04-2021,41914
Macao,MAC,09-04-2021,42802
Macao,MAC,10-04-2021,43967
Macao,MAC,11-04-2021,44838
Macao,MAC,12-04-2021,45648
Macao,MAC,13-04-2021,46732
Macao,MAC,14-04-2021,47812
Macao,MAC,15-04-2021,48974
Macao,MAC,16-04-2021,50184
Macao,MAC,17-04-2021,51612
Macao,MAC,18-04-2021,52688
Macao,MAC,19-04-2021,53466
Macao,MAC,20-04-2021,54622
Macao,MAC,21-04-2021,55750
Macao,MAC,22-04-2021,56931
Macao,MAC,23-04-2021,58186
Macao,MAC,24-04-2021,59402
Macao,MAC,25-04-2021,60800
Macao,MAC,26-04-2021,62155
Macao,MAC,27-04-2021,64047
Macao,MAC,28-04-2021,65813
Macao,MAC,29-04-2021,67115
Macao,MAC,30-04-2021,68211
Macao,MAC,01-05-2021,69708
Macao,MAC,02-05-2021,70655
Macao,MAC,03-05-2021,70972
Macao,MAC,04-05-2021,71719
Macao,MAC,05-05-2021,72879
Macao,MAC,06-05-2021,74059
Macao,MAC,07-05-2021,75191
Macao,MAC,08-05-2021,76529
Macao,MAC,09-05-2021,77597
Macao,MAC,10-05-2021,78460
Macao,MAC,11-05-2021,79526
Malawi,MWI,17-03-2021,5417
Malawi,MWI,18-03-2021,9091
Malawi,MWI,19-03-2021,15326
Malawi,MWI,21-03-2021,24550
Malawi,MWI,22-03-2021,25589
Malawi,MWI,23-03-2021,38804
Malawi,MWI,24-03-2021,54637
Malawi,MWI,26-03-2021,90107
Malawi,MWI,27-03-2021,109526
Malawi,MWI,28-03-2021,111592
Malawi,MWI,30-03-2021,123097
Malawi,MWI,31-03-2021,134289
Malawi,MWI,01-04-2021,144979
Malawi,MWI,02-04-2021,154801
Malawi,MWI,04-04-2021,159574
Malawi,MWI,05-04-2021,160445
Malawi,MWI,06-04-2021,164733
Malawi,MWI,09-04-2021,193627
Malawi,MWI,10-04-2021,204258
Malawi,MWI,11-04-2021,209353
Malawi,MWI,12-04-2021,212615
Malawi,MWI,13-04-2021,229220
Malawi,MWI,14-04-2021,240744
Malawi,MWI,16-04-2021,251368
Malawi,MWI,18-04-2021,257754
Malawi,MWI,19-04-2021,258107
Malawi,MWI,20-04-2021,260614
Malawi,MWI,21-04-2021,263931
Malawi,MWI,22-04-2021,267293
Malawi,MWI,26-04-2021,277442
Malawi,MWI,27-04-2021,281049
Malawi,MWI,28-04-2021,285824
Malawi,MWI,29-04-2021,290344
Malawi,MWI,30-04-2021,296127
Malawi,MWI,06-05-2021,311751
Malawi,MWI,08-05-2021,318138
Malawi,MWI,09-05-2021,319323
Malaysia,MYS,23-02-2021,0
Malaysia,MYS,27-02-2021,3580
Malaysia,MYS,01-03-2021,25252
Malaysia,MYS,02-03-2021,53287
Malaysia,MYS,03-03-2021,80336
Malaysia,MYS,04-03-2021,99616
Malaysia,MYS,05-03-2021,112914
Malaysia,MYS,06-03-2021,127608
Malaysia,MYS,07-03-2021,139720
Malaysia,MYS,08-03-2021,166363
Malaysia,MYS,09-03-2021,195923
Malaysia,MYS,10-03-2021,223923
Malaysia,MYS,11-03-2021,249909
Malaysia,MYS,12-03-2021,275851
Malaysia,MYS,13-03-2021,292104
Malaysia,MYS,14-03-2021,301699
Malaysia,MYS,15-03-2021,321331
Malaysia,MYS,16-03-2021,346508
Malaysia,MYS,17-03-2021,367213
Malaysia,MYS,18-03-2021,384334
Malaysia,MYS,19-03-2021,395006
Malaysia,MYS,20-03-2021,402650
Malaysia,MYS,21-03-2021,412342
Malaysia,MYS,22-03-2021,422058
Malaysia,MYS,23-03-2021,429868
Malaysia,MYS,24-03-2021,436687
Malaysia,MYS,25-03-2021,443124
Malaysia,MYS,26-03-2021,446617
Malaysia,MYS,27-03-2021,448187
Malaysia,MYS,28-03-2021,451655
Malaysia,MYS,29-03-2021,461907
Malaysia,MYS,30-03-2021,473276
Malaysia,MYS,31-03-2021,482808
Malaysia,MYS,01-04-2021,498468
Malaysia,MYS,02-04-2021,506069
Malaysia,MYS,03-04-2021,508481
Malaysia,MYS,04-04-2021,514036
Malaysia,MYS,05-04-2021,523233
Malaysia,MYS,06-04-2021,534191
Malaysia,MYS,07-04-2021,546762
Malaysia,MYS,08-04-2021,558750
Malaysia,MYS,09-04-2021,565940
Malaysia,MYS,10-04-2021,571472
Malaysia,MYS,11-04-2021,583903
Malaysia,MYS,12-04-2021,609153
Malaysia,MYS,13-04-2021,632668
Malaysia,MYS,14-04-2021,653531
Malaysia,MYS,15-04-2021,671589
Malaysia,MYS,16-04-2021,687176
Malaysia,MYS,17-04-2021,695729
Malaysia,MYS,18-04-2021,701812
Malaysia,MYS,19-04-2021,726411
Malaysia,MYS,20-04-2021,748444
Malaysia,MYS,21-04-2021,757547
Malaysia,MYS,22-04-2021,771829
Malaysia,MYS,23-04-2021,783987
Malaysia,MYS,24-04-2021,791910
Malaysia,MYS,25-04-2021,800996
Malaysia,MYS,26-04-2021,822201
Malaysia,MYS,27-04-2021,844906
Malaysia,MYS,28-04-2021,871219
Malaysia,MYS,29-04-2021,877646
Malaysia,MYS,01-05-2021,883661
Malaysia,MYS,02-05-2021,905683
Malaysia,MYS,03-05-2021,914663
Malaysia,MYS,04-05-2021,960070
Malaysia,MYS,05-05-2021,991906
Malaysia,MYS,06-05-2021,1028693
Malaysia,MYS,07-05-2021,1045377
Malaysia,MYS,08-05-2021,1063898
Malaysia,MYS,09-05-2021,1089637
Malaysia,MYS,11-05-2021,1156486
Maldives,MDV,02-02-2021,880
Maldives,MDV,03-02-2021,1578
Maldives,MDV,04-02-2021,3204
Maldives,MDV,05-02-2021,4269
Maldives,MDV,06-02-2021,6854
Maldives,MDV,07-02-2021,9752
Maldives,MDV,08-02-2021,12934
Maldives,MDV,09-02-2021,16251
Maldives,MDV,10-02-2021,20161
Maldives,MDV,11-02-2021,25327
Maldives,MDV,12-02-2021,27367
Maldives,MDV,13-02-2021,33106
Maldives,MDV,14-02-2021,38591
Maldives,MDV,15-02-2021,43817
Maldives,MDV,16-02-2021,50047
Maldives,MDV,17-02-2021,56218
Maldives,MDV,18-02-2021,64048
Maldives,MDV,19-02-2021,64048
Maldives,MDV,20-02-2021,70009
Maldives,MDV,21-02-2021,75013
Maldives,MDV,22-02-2021,80159
Maldives,MDV,23-02-2021,85110
Maldives,MDV,24-02-2021,90865
Maldives,MDV,25-02-2021,98311
Maldives,MDV,26-02-2021,99419
Maldives,MDV,27-02-2021,105492
Maldives,MDV,28-02-2021,111415
Maldives,MDV,01-03-2021,117115
Maldives,MDV,02-03-2021,123665
Maldives,MDV,03-03-2021,129424
Maldives,MDV,04-03-2021,137124
Maldives,MDV,05-03-2021,138827
Maldives,MDV,06-03-2021,145768
Maldives,MDV,07-03-2021,151643
Maldives,MDV,08-03-2021,157813
Maldives,MDV,09-03-2021,165675
Maldives,MDV,10-03-2021,175456
Maldives,MDV,11-03-2021,186930
Maldives,MDV,12-03-2021,188436
Maldives,MDV,13-03-2021,198206
Maldives,MDV,14-03-2021,206114
Maldives,MDV,15-03-2021,212711
Maldives,MDV,16-03-2021,214486
Maldives,MDV,17-03-2021,215852
Maldives,MDV,18-03-2021,217597
Maldives,MDV,19-03-2021,218046
Maldives,MDV,20-03-2021,218645
Maldives,MDV,21-03-2021,218912
Maldives,MDV,22-03-2021,220768
Maldives,MDV,23-03-2021,222970
Maldives,MDV,24-03-2021,224979
Maldives,MDV,25-03-2021,227423
Maldives,MDV,26-03-2021,227696
Maldives,MDV,27-03-2021,230130
Maldives,MDV,28-03-2021,232175
Maldives,MDV,29-03-2021,233875
Maldives,MDV,30-03-2021,235682
Maldives,MDV,31-03-2021,237716
Maldives,MDV,01-04-2021,240773
Maldives,MDV,02-04-2021,241127
Maldives,MDV,03-04-2021,243749
Maldives,MDV,04-04-2021,246896
Maldives,MDV,05-04-2021,251139
Maldives,MDV,06-04-2021,255881
Maldives,MDV,07-04-2021,260285
Maldives,MDV,08-04-2021,265235
Maldives,MDV,09-04-2021,267795
Maldives,MDV,10-04-2021,268459
Maldives,MDV,12-04-2021,273660
Maldives,MDV,14-04-2021,274782
Maldives,MDV,15-04-2021,277522
Maldives,MDV,16-04-2021,278069
Maldives,MDV,17-04-2021,279302
Maldives,MDV,18-04-2021,281848
Maldives,MDV,19-04-2021,283973
Maldives,MDV,20-04-2021,285562
Maldives,MDV,21-04-2021,287171
Maldives,MDV,22-04-2021,288903
Maldives,MDV,23-04-2021,290014
Maldives,MDV,24-04-2021,291227
Maldives,MDV,25-04-2021,292413
Maldives,MDV,26-04-2021,293429
Maldives,MDV,27-04-2021,294269
Maldives,MDV,28-04-2021,295251
Maldives,MDV,29-04-2021,296529
Maldives,MDV,01-05-2021,296961
Maldives,MDV,02-05-2021,297639
Maldives,MDV,03-05-2021,298396
Maldives,MDV,04-05-2021,299407
Maldives,MDV,05-05-2021,300189
Maldives,MDV,06-05-2021,300438
Maldives,MDV,07-05-2021,300664
Maldives,MDV,08-05-2021,300906
Maldives,MDV,09-05-2021,301239
Maldives,MDV,10-05-2021,301707
Mali,MLI,30-03-2021,0
Mali,MLI,02-04-2021,643
Mali,MLI,12-04-2021,26226
Mali,MLI,25-04-2021,49903
Malta,MLT,17-01-2021,11705
Malta,MLT,18-01-2021,13002
Malta,MLT,19-01-2021,14276
Malta,MLT,20-01-2021,15316
Malta,MLT,21-01-2021,16531
Malta,MLT,22-01-2021,17767
Malta,MLT,23-01-2021,18930
Malta,MLT,25-01-2021,19709
Malta,MLT,26-01-2021,20677
Malta,MLT,27-01-2021,21417
Malta,MLT,28-01-2021,22162
Malta,MLT,29-01-2021,22853
Malta,MLT,30-01-2021,23391
Malta,MLT,31-01-2021,23811
Malta,MLT,01-02-2021,24526
Malta,MLT,02-02-2021,25361
Malta,MLT,03-02-2021,26223
Malta,MLT,04-02-2021,27020
Malta,MLT,05-02-2021,28082
Malta,MLT,06-02-2021,28837
Malta,MLT,07-02-2021,29339
Malta,MLT,08-02-2021,30235
Malta,MLT,09-02-2021,31202
Malta,MLT,10-02-2021,31670
Malta,MLT,11-02-2021,32524
Malta,MLT,12-02-2021,33735
Malta,MLT,13-02-2021,34574
Malta,MLT,14-02-2021,35376
Malta,MLT,15-02-2021,36545
Malta,MLT,16-02-2021,37866
Malta,MLT,17-02-2021,39147
Malta,MLT,18-02-2021,40503
Malta,MLT,19-02-2021,42231
Malta,MLT,20-02-2021,43119
Malta,MLT,21-02-2021,43888
Malta,MLT,22-02-2021,45174
Malta,MLT,23-02-2021,47012
Malta,MLT,24-02-2021,49061
Malta,MLT,25-02-2021,50249
Malta,MLT,26-02-2021,51041
Malta,MLT,27-02-2021,51186
Malta,MLT,28-02-2021,51576
Malta,MLT,01-03-2021,52862
Malta,MLT,02-03-2021,54381
Malta,MLT,03-03-2021,56525
Malta,MLT,04-03-2021,58912
Malta,MLT,05-03-2021,61096
Malta,MLT,06-03-2021,63479
Malta,MLT,07-03-2021,65002
Malta,MLT,08-03-2021,67595
Malta,MLT,09-03-2021,70323
Malta,MLT,10-03-2021,72725
Malta,MLT,11-03-2021,76076
Malta,MLT,12-03-2021,78788
Malta,MLT,13-03-2021,80974
Malta,MLT,14-03-2021,82671
Malta,MLT,15-03-2021,85596
Malta,MLT,16-03-2021,90002
Malta,MLT,17-03-2021,92250
Malta,MLT,18-03-2021,95707
Malta,MLT,19-03-2021,97064
Malta,MLT,20-03-2021,99250
Malta,MLT,21-03-2021,101451
Malta,MLT,22-03-2021,105611
Malta,MLT,23-03-2021,109538
Malta,MLT,24-03-2021,113179
Malta,MLT,25-03-2021,117171
Malta,MLT,26-03-2021,121823
Malta,MLT,27-03-2021,126055
Malta,MLT,28-03-2021,129350
Malta,MLT,29-03-2021,133771
Malta,MLT,30-03-2021,138176
Malta,MLT,31-03-2021,142805
Malta,MLT,01-04-2021,147956
Malta,MLT,02-04-2021,151942
Malta,MLT,03-04-2021,154462
Malta,MLT,04-04-2021,156668
Malta,MLT,05-04-2021,159065
Malta,MLT,06-04-2021,161909
Malta,MLT,07-04-2021,164492
Malta,MLT,08-04-2021,167130
Malta,MLT,09-04-2021,170315
Malta,MLT,10-04-2021,171678
Malta,MLT,11-04-2021,173237
Malta,MLT,12-04-2021,175347
Malta,MLT,13-04-2021,178292
Malta,MLT,14-04-2021,181133
Malta,MLT,15-04-2021,183987
Malta,MLT,16-04-2021,187277
Malta,MLT,17-04-2021,190489
Malta,MLT,18-04-2021,191583
Malta,MLT,19-04-2021,195071
Malta,MLT,20-04-2021,198624
Malta,MLT,21-04-2021,201860
Malta,MLT,22-04-2021,204963
Malta,MLT,23-04-2021,208959
Malta,MLT,24-04-2021,211985
Malta,MLT,25-04-2021,212593
Malta,MLT,26-04-2021,216171
Malta,MLT,27-04-2021,219442
Malta,MLT,28-04-2021,222470
Malta,MLT,29-04-2021,225810
Malta,MLT,30-04-2021,228810
Malta,MLT,01-05-2021,231511
Malta,MLT,02-05-2021,233193
Malta,MLT,03-05-2021,237018
Malta,MLT,04-05-2021,241103
Malta,MLT,05-05-2021,246698
Malta,MLT,06-05-2021,250569
Malta,MLT,07-05-2021,254411
Malta,MLT,08-05-2021,256559
Malta,MLT,09-05-2021,258766
Malta,MLT,10-05-2021,262917
Malta,MLT,11-05-2021,265674
Mauritania,MRT,26-03-2021,0
Mauritania,MRT,01-04-2021,1366
Mauritania,MRT,08-04-2021,2930
Mauritania,MRT,18-04-2021,7038
Mauritius,MUS,25-01-2021,0
Mauritius,MUS,01-02-2021,207
Mauritius,MUS,17-02-2021,3843
Mauritius,MUS,24-03-2021,117323
Mexico,MEX,24-12-2020,2924
Mexico,MEX,27-12-2020,6824
Mexico,MEX,28-12-2020,9579
Mexico,MEX,29-12-2020,18529
Mexico,MEX,30-12-2020,24998
Mexico,MEX,04-01-2021,43960
Mexico,MEX,05-01-2021,48236
Mexico,MEX,06-01-2021,53185
Mexico,MEX,07-01-2021,58402
Mexico,MEX,08-01-2021,67468
Mexico,MEX,09-01-2021,74794
Mexico,MEX,10-01-2021,81300
Mexico,MEX,11-01-2021,87060
Mexico,MEX,12-01-2021,92879
Mexico,MEX,13-01-2021,192567
Mexico,MEX,14-01-2021,329983
Mexico,MEX,15-01-2021,415417
Mexico,MEX,16-01-2021,461025
Mexico,MEX,17-01-2021,468708
Mexico,MEX,18-01-2021,485983
Mexico,MEX,19-01-2021,488513
Mexico,MEX,20-01-2021,489628
Mexico,MEX,21-01-2021,534317
Mexico,MEX,22-01-2021,594725
Mexico,MEX,23-01-2021,596296
Mexico,MEX,24-01-2021,604441
Mexico,MEX,25-01-2021,616390
Mexico,MEX,26-01-2021,621005
Mexico,MEX,27-01-2021,624730
Mexico,MEX,28-01-2021,626528
Mexico,MEX,29-01-2021,630820
Mexico,MEX,30-01-2021,631298
Mexico,MEX,31-01-2021,631485
Mexico,MEX,01-02-2021,631747
Mexico,MEX,02-02-2021,631791
Mexico,MEX,03-02-2021,632439
Mexico,MEX,04-02-2021,634346
Mexico,MEX,05-02-2021,636070
Mexico,MEX,06-02-2021,637098
Mexico,MEX,07-02-2021,637681
Mexico,MEX,08-02-2021,638391
Mexico,MEX,10-02-2021,640115
Mexico,MEX,11-02-2021,640115
Mexico,MEX,12-02-2021,640115
Mexico,MEX,13-02-2021,640125
Mexico,MEX,15-02-2021,663484
Mexico,MEX,16-02-2021,829185
Mexico,MEX,17-02-2021,958473
Mexico,MEX,19-02-2021,1155227
Mexico,MEX,20-02-2021,1210886
Mexico,MEX,21-02-2021,1236103
Mexico,MEX,22-02-2021,1277187
Mexico,MEX,23-02-2021,1336854
Mexico,MEX,24-02-2021,1425395
Mexico,MEX,25-02-2021,1562401
Mexico,MEX,26-02-2021,1708721
Mexico,MEX,27-02-2021,1818034
Mexico,MEX,28-02-2021,1889672
Mexico,MEX,01-03-2021,1959525
Mexico,MEX,02-03-2021,2012853
Mexico,MEX,03-03-2021,2043941
Mexico,MEX,05-03-2021,2128766
Mexico,MEX,06-03-2021,2162358
Mexico,MEX,08-03-2021,2245291
Mexico,MEX,09-03-2021,2495067
Mexico,MEX,10-03-2021,2882000
Mexico,MEX,12-03-2021,3395671
Mexico,MEX,13-03-2021,3604420
Mexico,MEX,14-03-2021,3730045
Mexico,MEX,15-03-2021,3794719
Mexico,MEX,17-03-2021,4110741
Mexico,MEX,18-03-2021,4300720
Mexico,MEX,20-03-2021,4763347
Mexico,MEX,21-03-2021,4895523
Mexico,MEX,22-03-2021,5046896
Mexico,MEX,24-03-2021,5351319
Mexico,MEX,25-03-2021,5460096
Mexico,MEX,26-03-2021,5675286
Mexico,MEX,27-03-2021,5901505
Mexico,MEX,29-03-2021,6167510
Mexico,MEX,31-03-2021,6905214
Mexico,MEX,02-04-2021,7586131
Mexico,MEX,03-04-2021,7903660
Mexico,MEX,04-04-2021,7924236
Mexico,MEX,05-04-2021,8113230
Mexico,MEX,06-04-2021,8372272
Mexico,MEX,07-04-2021,8617038
Mexico,MEX,08-04-2021,9232815
Mexico,MEX,09-04-2021,9426179
Mexico,MEX,10-04-2021,9552933
Mexico,MEX,11-04-2021,9673708
Mexico,MEX,12-04-2021,9871026
Mexico,MEX,13-04-2021,10310521
Mexico,MEX,14-04-2021,10581915
Mexico,MEX,15-04-2021,10837356
Mexico,MEX,16-04-2021,11067294
Mexico,MEX,17-04-2021,11196970
Mexico,MEX,18-04-2021,11253761
Mexico,MEX,19-04-2021,11288822
Mexico,MEX,20-04-2021,11449064
Mexico,MEX,21-04-2021,11622868
Mexico,MEX,22-04-2021,11807897
Mexico,MEX,23-04-2021,11961104
Mexico,MEX,24-04-2021,12038498
Mexico,MEX,25-04-2021,12054021
Mexico,MEX,26-04-2021,12096308
Mexico,MEX,28-04-2021,12235767
Mexico,MEX,29-04-2021,12354467
Mexico,MEX,30-04-2021,12477933
Mexico,MEX,01-05-2021,12572997
Mexico,MEX,02-05-2021,12625860
Mexico,MEX,03-05-2021,12740897
Mexico,MEX,04-05-2021,12984236
Mexico,MEX,05-05-2021,13328238
Mexico,MEX,06-05-2021,13715159
Mexico,MEX,07-05-2021,14021482
Mexico,MEX,08-05-2021,14148207
Mexico,MEX,09-05-2021,14176406
Moldova,MDA,05-03-2021,3849
Moldova,MDA,10-03-2021,6447
Moldova,MDA,11-03-2021,8116
Moldova,MDA,12-03-2021,9341
Moldova,MDA,13-03-2021,11431
Moldova,MDA,15-03-2021,12754
Moldova,MDA,16-03-2021,14814
Moldova,MDA,17-03-2021,16131
Moldova,MDA,19-03-2021,18593
Moldova,MDA,21-03-2021,20494
Moldova,MDA,23-03-2021,21194
Moldova,MDA,24-03-2021,23454
Moldova,MDA,25-03-2021,27445
Moldova,MDA,26-03-2021,30722
Moldova,MDA,27-03-2021,33885
Moldova,MDA,31-03-2021,40321
Moldova,MDA,01-04-2021,42154
Moldova,MDA,04-04-2021,47524
Moldova,MDA,06-04-2021,51574
Moldova,MDA,07-04-2021,54907
Moldova,MDA,09-04-2021,57561
Moldova,MDA,11-04-2021,64179
Moldova,MDA,12-04-2021,67085
Moldova,MDA,13-04-2021,71780
Moldova,MDA,15-04-2021,78019
Moldova,MDA,16-04-2021,82267
Moldova,MDA,18-04-2021,83641
Moldova,MDA,19-04-2021,86131
Moldova,MDA,20-04-2021,88824
Moldova,MDA,22-04-2021,98541
Moldova,MDA,23-04-2021,108760
Moldova,MDA,26-04-2021,113135
Moldova,MDA,27-04-2021,119583
Moldova,MDA,28-04-2021,124505
Moldova,MDA,29-04-2021,128587
Moldova,MDA,30-04-2021,130218
Moldova,MDA,04-05-2021,132065
Moldova,MDA,05-05-2021,140174
Moldova,MDA,06-05-2021,150173
Moldova,MDA,07-05-2021,159420
Moldova,MDA,08-05-2021,161266
Moldova,MDA,10-05-2021,161849
Moldova,MDA,11-05-2021,167476
Monaco,MCO,04-03-2021,8449
Monaco,MCO,19-03-2021,9750
Monaco,MCO,02-04-2021,11715
Monaco,MCO,15-04-2021,12094
Monaco,MCO,22-04-2021,12758
Monaco,MCO,23-04-2021,13934
Mongolia,MNG,25-02-2021,3112
Mongolia,MNG,26-02-2021,4926
Mongolia,MNG,27-02-2021,6808
Mongolia,MNG,02-03-2021,9531
Mongolia,MNG,04-03-2021,13200
Mongolia,MNG,09-03-2021,20976
Mongolia,MNG,10-03-2021,30446
Mongolia,MNG,11-03-2021,48265
Mongolia,MNG,12-03-2021,67489
Mongolia,MNG,13-03-2021,84017
Mongolia,MNG,14-03-2021,100000
Mongolia,MNG,15-03-2021,118294
Mongolia,MNG,16-03-2021,126449
Mongolia,MNG,17-03-2021,139636
Mongolia,MNG,18-03-2021,171535
Mongolia,MNG,19-03-2021,189969
Mongolia,MNG,20-03-2021,204121
Mongolia,MNG,21-03-2021,209278
Mongolia,MNG,23-03-2021,223444
Mongolia,MNG,24-03-2021,256979
Mongolia,MNG,27-03-2021,276068
Mongolia,MNG,29-03-2021,279069
Mongolia,MNG,30-03-2021,290108
Mongolia,MNG,31-03-2021,300366
Mongolia,MNG,01-04-2021,311262
Mongolia,MNG,02-04-2021,323690
Mongolia,MNG,03-04-2021,336758
Mongolia,MNG,04-04-2021,376373
Mongolia,MNG,05-04-2021,414382
Mongolia,MNG,06-04-2021,466946
Mongolia,MNG,08-04-2021,569825
Mongolia,MNG,09-04-2021,599132
Mongolia,MNG,10-04-2021,609875
Mongolia,MNG,11-04-2021,616906
Mongolia,MNG,13-04-2021,627168
Mongolia,MNG,15-04-2021,630516
Mongolia,MNG,16-04-2021,632812
Mongolia,MNG,17-04-2021,634240
Mongolia,MNG,20-04-2021,637415
Mongolia,MNG,22-04-2021,649236
Mongolia,MNG,23-04-2021,651060
Mongolia,MNG,24-04-2021,660548
Mongolia,MNG,25-04-2021,678692
Mongolia,MNG,26-04-2021,707838
Mongolia,MNG,27-04-2021,744564
Mongolia,MNG,28-04-2021,782314
Mongolia,MNG,29-04-2021,811452
Mongolia,MNG,30-04-2021,845693
Mongolia,MNG,01-05-2021,887248
Mongolia,MNG,02-05-2021,947529
Mongolia,MNG,03-05-2021,1037675
Mongolia,MNG,04-05-2021,1128680
Mongolia,MNG,05-05-2021,1208913
Mongolia,MNG,06-05-2021,1356678
Mongolia,MNG,07-05-2021,1476779
Mongolia,MNG,08-05-2021,1536715
Mongolia,MNG,09-05-2021,1590636
Mongolia,MNG,10-05-2021,1643030
Mongolia,MNG,11-05-2021,1678198
Montenegro,MNE,20-02-2021,0
Montenegro,MNE,25-02-2021,1113
Montenegro,MNE,26-02-2021,1288
Montenegro,MNE,01-03-2021,1531
Montenegro,MNE,03-03-2021,1927
Montenegro,MNE,05-03-2021,2250
Montenegro,MNE,06-03-2021,2406
Montenegro,MNE,08-03-2021,3062
Montenegro,MNE,12-03-2021,3374
Montenegro,MNE,14-03-2021,3793
Montenegro,MNE,16-03-2021,5021
Montenegro,MNE,17-03-2021,5730
Montenegro,MNE,18-03-2021,6085
Montenegro,MNE,19-03-2021,6517
Montenegro,MNE,20-03-2021,6837
Montenegro,MNE,23-03-2021,8074
Montenegro,MNE,24-03-2021,9961
Montenegro,MNE,25-03-2021,11857
Montenegro,MNE,26-03-2021,13410
Montenegro,MNE,27-03-2021,14850
Montenegro,MNE,28-03-2021,16570
Montenegro,MNE,29-03-2021,17746
Montenegro,MNE,30-03-2021,17906
Montenegro,MNE,31-03-2021,19118
Montenegro,MNE,01-04-2021,19636
Montenegro,MNE,02-04-2021,21195
Montenegro,MNE,03-04-2021,22947
Montenegro,MNE,04-04-2021,25516
Montenegro,MNE,05-04-2021,27149
Montenegro,MNE,06-04-2021,29601
Montenegro,MNE,07-04-2021,31710
Montenegro,MNE,08-04-2021,33163
Montenegro,MNE,09-04-2021,34172
Montenegro,MNE,10-04-2021,35290
Montenegro,MNE,11-04-2021,35697
Montenegro,MNE,12-04-2021,36113
Montenegro,MNE,13-04-2021,36432
Montenegro,MNE,14-04-2021,36690
Montenegro,MNE,15-04-2021,37199
Montenegro,MNE,16-04-2021,37519
Montenegro,MNE,17-04-2021,37909
Montenegro,MNE,18-04-2021,38335
Montenegro,MNE,19-04-2021,38429
Montenegro,MNE,20-04-2021,38667
Montenegro,MNE,21-04-2021,38927
Montenegro,MNE,22-04-2021,39123
Montenegro,MNE,23-04-2021,39281
Montenegro,MNE,24-04-2021,39426
Montenegro,MNE,25-04-2021,39636
Montenegro,MNE,26-04-2021,39715
Montenegro,MNE,27-04-2021,39775
Montenegro,MNE,28-04-2021,39965
Montenegro,MNE,29-04-2021,40092
Montenegro,MNE,30-04-2021,40156
Montenegro,MNE,01-05-2021,40215
Montenegro,MNE,03-05-2021,40282
Montenegro,MNE,04-05-2021,40843
Montenegro,MNE,05-05-2021,57571
Montenegro,MNE,06-05-2021,65390
Montenegro,MNE,08-05-2021,72824
Montenegro,MNE,09-05-2021,78760
Montenegro,MNE,10-05-2021,83498
Montenegro,MNE,11-05-2021,88965
Montserrat,MSR,08-02-2021,0
Montserrat,MSR,23-02-2021,652
Montserrat,MSR,10-03-2021,892
Montserrat,MSR,17-03-2021,1112
Montserrat,MSR,31-03-2021,1266
Montserrat,MSR,14-04-2021,1284
Montserrat,MSR,21-04-2021,1293
Morocco,MAR,19-02-2021,2357283
Morocco,MAR,20-02-2021,2447716
Morocco,MAR,22-02-2021,2552017
Morocco,MAR,23-02-2021,2635859
Morocco,MAR,24-02-2021,2911635
Morocco,MAR,25-02-2021,3160479
Morocco,MAR,26-02-2021,3327858
Morocco,MAR,27-02-2021,3435997
Morocco,MAR,01-03-2021,3568670
Morocco,MAR,02-03-2021,3657468
Morocco,MAR,03-03-2021,3745173
Morocco,MAR,04-03-2021,3820097
Morocco,MAR,05-03-2021,3877687
Morocco,MAR,06-03-2021,3913615
Morocco,MAR,08-03-2021,3961941
Morocco,MAR,09-03-2021,4017087
Morocco,MAR,10-03-2021,4080009
Morocco,MAR,11-03-2021,4130606
Morocco,MAR,12-03-2021,4169133
Morocco,MAR,13-03-2021,4210770
Morocco,MAR,15-03-2021,4225311
Morocco,MAR,16-03-2021,4236386
Morocco,MAR,17-03-2021,4244651
Morocco,MAR,19-03-2021,4258813
Morocco,MAR,20-03-2021,4264168
Morocco,MAR,22-03-2021,4264761
Morocco,MAR,23-03-2021,4265196
Morocco,MAR,24-03-2021,4284060
Morocco,MAR,25-03-2021,4289281
Morocco,MAR,26-03-2021,4293544
Morocco,MAR,27-03-2021,4302183
Morocco,MAR,29-03-2021,4302897
Morocco,MAR,30-03-2021,4315802
Morocco,MAR,31-03-2021,4320349
